Trace2,
Freq,,Amp,,
               84700,Hz,              -73.02, dBm,
               84850,Hz,              -72.96, dBm,
               85000,Hz,              -72.96, dBm,
               85150,Hz,              -72.93, dBm,
               85300,Hz,              -72.98, dBm,
               85450,Hz,              -72.96, dBm,
               85600,Hz,              -72.89, dBm,
               85750,Hz,              -72.66, dBm,
               85900,Hz,              -72.38, dBm,
               86050,Hz,              -71.96, dBm,
               86200,Hz,              -71.54, dBm,
               86350,Hz,              -70.98, dBm,
               86500,Hz,              -70.40, dBm,
               86650,Hz,              -69.68, dBm,
               86800,Hz,              -68.96, dBm,
               86950,Hz,              -68.13, dBm,
               87100,Hz,              -67.36, dBm,
               87250,Hz,              -66.56, dBm,
               87400,Hz,              -65.86, dBm,
               87550,Hz,              -65.10, dBm,
               87700,Hz,              -64.41, dBm,
               87850,Hz,              -63.67, dBm,
               88000,Hz,              -62.99, dBm,
               88150,Hz,              -62.28, dBm,
               88300,Hz,              -61.70, dBm,
               88450,Hz,              -61.25, dBm,
               88600,Hz,              -61.06, dBm,
               88750,Hz,              -61.13, dBm,
               88900,Hz,              -61.55, dBm,
               89050,Hz,              -62.33, dBm,
               89200,Hz,              -63.44, dBm,
               89350,Hz,              -64.71, dBm,
               89500,Hz,              -66.13, dBm,
               89650,Hz,              -67.35, dBm,
               89800,Hz,              -68.45, dBm,
               89950,Hz,              -69.14, dBm,
               90100,Hz,              -69.60, dBm,
               90250,Hz,              -69.88, dBm,
               90400,Hz,              -70.20, dBm,
               90550,Hz,              -70.55, dBm,
               90700,Hz,              -70.99, dBm,
               90850,Hz,              -71.39, dBm,
               91000,Hz,              -71.75, dBm,
               91150,Hz,              -71.93, dBm,
               91300,Hz,              -72.10, dBm,
               91450,Hz,              -72.26, dBm,
               91600,Hz,              -72.49, dBm,
               91750,Hz,              -72.67, dBm,
               91900,Hz,              -72.83, dBm,
               92050,Hz,              -72.92, dBm,
               92200,Hz,              -73.05, dBm,
               92350,Hz,              -73.09, dBm,
               92500,Hz,              -73.21, dBm,
               92650,Hz,              -73.30, dBm,
               92800,Hz,              -73.43, dBm,
               92950,Hz,              -73.58, dBm,
               93100,Hz,              -73.80, dBm,
               93250,Hz,              -73.94, dBm,
               93400,Hz,              -74.06, dBm,
               93550,Hz,              -74.12, dBm,
               93700,Hz,              -74.20, dBm,
               93850,Hz,              -74.21, dBm,
               94000,Hz,              -74.24, dBm,
               94150,Hz,              -74.24, dBm,
               94300,Hz,              -74.30, dBm,
               94450,Hz,              -74.30, dBm,
               94600,Hz,              -74.31, dBm,
               94750,Hz,              -74.30, dBm,
               94900,Hz,              -74.35, dBm,
               95050,Hz,              -74.39, dBm,
               95200,Hz,              -74.46, dBm,
               95350,Hz,              -74.46, dBm,
               95500,Hz,              -74.55, dBm,
               95650,Hz,              -74.66, dBm,
               95800,Hz,              -74.80, dBm,
               95950,Hz,              -74.85, dBm,
               96100,Hz,              -74.91, dBm,
               96250,Hz,              -74.94, dBm,
               96400,Hz,              -75.03, dBm,
               96550,Hz,              -75.07, dBm,
               96700,Hz,              -75.18, dBm,
               96850,Hz,              -75.24, dBm,
               97000,Hz,              -75.23, dBm,
               97150,Hz,              -75.10, dBm,
               97300,Hz,              -75.01, dBm,
               97450,Hz,              -74.97, dBm,
               97600,Hz,              -75.06, dBm,
               97750,Hz,              -75.11, dBm,
               97900,Hz,              -75.20, dBm,
               98050,Hz,              -75.28, dBm,
               98200,Hz,              -75.37, dBm,
               98350,Hz,              -75.39, dBm,
               98500,Hz,              -75.47, dBm,
               98650,Hz,              -75.48, dBm,
               98800,Hz,              -75.54, dBm,
               98950,Hz,              -75.53, dBm,
               99100,Hz,              -75.58, dBm,
               99250,Hz,              -75.57, dBm,
               99400,Hz,              -75.53, dBm,
               99550,Hz,              -75.42, dBm,
               99700,Hz,              -75.32, dBm,
               99850,Hz,              -75.19, dBm,
              100000,Hz,              -75.20, dBm,
