Trace2,
Freq,,Amp,,
               69250,Hz,              -73.98, dBm,
               69400,Hz,              -73.96, dBm,
               69550,Hz,              -73.97, dBm,
               69700,Hz,              -74.07, dBm,
               69850,Hz,              -74.14, dBm,
               70000,Hz,              -74.21, dBm,
               70150,Hz,              -74.22, dBm,
               70300,Hz,              -74.24, dBm,
               70450,Hz,              -74.21, dBm,
               70600,Hz,              -74.15, dBm,
               70750,Hz,              -74.01, dBm,
               70900,Hz,              -73.92, dBm,
               71050,Hz,              -73.81, dBm,
               71200,Hz,              -73.78, dBm,
               71350,Hz,              -73.81, dBm,
               71500,Hz,              -73.92, dBm,
               71650,Hz,              -73.98, dBm,
               71800,Hz,              -74.01, dBm,
               71950,Hz,              -74.02, dBm,
               72100,Hz,              -74.10, dBm,
               72250,Hz,              -74.16, dBm,
               72400,Hz,              -74.27, dBm,
               72550,Hz,              -74.35, dBm,
               72700,Hz,              -74.47, dBm,
               72850,Hz,              -74.57, dBm,
               73000,Hz,              -74.68, dBm,
               73150,Hz,              -74.72, dBm,
               73300,Hz,              -74.74, dBm,
               73450,Hz,              -74.71, dBm,
               73600,Hz,              -74.74, dBm,
               73750,Hz,              -74.75, dBm,
               73900,Hz,              -74.79, dBm,
               74050,Hz,              -74.77, dBm,
               74200,Hz,              -74.77, dBm,
               74350,Hz,              -74.73, dBm,
               74500,Hz,              -74.73, dBm,
               74650,Hz,              -74.69, dBm,
               74800,Hz,              -74.67, dBm,
               74950,Hz,              -74.68, dBm,
               75100,Hz,              -74.79, dBm,
               75250,Hz,              -74.89, dBm,
               75400,Hz,              -75.02, dBm,
               75550,Hz,              -75.01, dBm,
               75700,Hz,              -74.97, dBm,
               75850,Hz,              -74.88, dBm,
               76000,Hz,              -74.84, dBm,
               76150,Hz,              -74.80, dBm,
               76300,Hz,              -74.84, dBm,
               76450,Hz,              -74.91, dBm,
               76600,Hz,              -75.09, dBm,
               76750,Hz,              -75.23, dBm,
               76900,Hz,              -75.33, dBm,
               77050,Hz,              -75.26, dBm,
               77200,Hz,              -75.18, dBm,
               77350,Hz,              -75.08, dBm,
               77500,Hz,              -75.05, dBm,
               77650,Hz,              -75.00, dBm,
               77800,Hz,              -74.97, dBm,
               77950,Hz,              -74.92, dBm,
               78100,Hz,              -74.93, dBm,
               78250,Hz,              -74.95, dBm,
               78400,Hz,              -75.02, dBm,
               78550,Hz,              -75.04, dBm,
               78700,Hz,              -75.09, dBm,
               78850,Hz,              -75.08, dBm,
               79000,Hz,              -75.09, dBm,
               79150,Hz,              -75.02, dBm,
               79300,Hz,              -74.97, dBm,
               79450,Hz,              -74.87, dBm,
               79600,Hz,              -74.84, dBm,
               79750,Hz,              -74.86, dBm,
               79900,Hz,              -74.99, dBm,
               80050,Hz,              -75.13, dBm,
               80200,Hz,              -75.30, dBm,
               80350,Hz,              -75.37, dBm,
               80500,Hz,              -75.38, dBm,
               80650,Hz,              -75.19, dBm,
               80800,Hz,              -75.00, dBm,
               80950,Hz,              -74.77, dBm,
               81100,Hz,              -74.61, dBm,
               81250,Hz,              -74.43, dBm,
               81400,Hz,              -74.32, dBm,
               81550,Hz,              -74.23, dBm,
               81700,Hz,              -74.23, dBm,
               81850,Hz,              -74.25, dBm,
               82000,Hz,              -74.32, dBm,
               82150,Hz,              -74.37, dBm,
               82300,Hz,              -74.48, dBm,
               82450,Hz,              -74.53, dBm,
               82600,Hz,              -74.60, dBm,
               82750,Hz,              -74.67, dBm,
               82900,Hz,              -74.82, dBm,
               83050,Hz,              -74.91, dBm,
               83200,Hz,              -75.00, dBm,
               83350,Hz,              -75.04, dBm,
               83500,Hz,              -75.13, dBm,
               83650,Hz,              -75.19, dBm,
               83800,Hz,              -75.27, dBm,
               83950,Hz,              -75.32, dBm,
               84100,Hz,              -75.36, dBm,
               84250,Hz,              -75.32, dBm,
               84400,Hz,              -75.33, dBm,
               84550,Hz,              -75.40, dBm,
               84700,Hz,              -75.60, dBm,
               84850,Hz,              -75.77, dBm,
               85000,Hz,              -75.90, dBm,
               85150,Hz,              -75.92, dBm,
               85300,Hz,              -75.96, dBm,
               85450,Hz,              -75.94, dBm,
               85600,Hz,              -75.92, dBm,
               85750,Hz,              -75.86, dBm,
               85900,Hz,              -75.88, dBm,
               86050,Hz,              -75.89, dBm,
               86200,Hz,              -75.89, dBm,
               86350,Hz,              -75.79, dBm,
               86500,Hz,              -75.71, dBm,
               86650,Hz,              -75.59, dBm,
               86800,Hz,              -75.50, dBm,
               86950,Hz,              -75.38, dBm,
               87100,Hz,              -75.39, dBm,
               87250,Hz,              -75.43, dBm,
               87400,Hz,              -75.55, dBm,
               87550,Hz,              -75.69, dBm,
               87700,Hz,              -75.90, dBm,
               87850,Hz,              -76.08, dBm,
               88000,Hz,              -76.24, dBm,
               88150,Hz,              -76.35, dBm,
               88300,Hz,              -76.44, dBm,
               88450,Hz,              -76.38, dBm,
               88600,Hz,              -76.29, dBm,
               88750,Hz,              -76.16, dBm,
               88900,Hz,              -76.11, dBm,
               89050,Hz,              -76.02, dBm,
               89200,Hz,              -76.00, dBm,
               89350,Hz,              -76.03, dBm,
               89500,Hz,              -76.13, dBm,
               89650,Hz,              -76.24, dBm,
               89800,Hz,              -76.37, dBm,
               89950,Hz,              -76.39, dBm,
               90100,Hz,              -76.36, dBm,
               90250,Hz,              -76.23, dBm,
               90400,Hz,              -76.10, dBm,
               90550,Hz,              -75.90, dBm,
               90700,Hz,              -75.71, dBm,
               90850,Hz,              -75.47, dBm,
               91000,Hz,              -75.30, dBm,
               91150,Hz,              -75.19, dBm,
               91300,Hz,              -75.15, dBm,
               91450,Hz,              -75.11, dBm,
               91600,Hz,              -75.11, dBm,
               91750,Hz,              -75.04, dBm,
               91900,Hz,              -74.99, dBm,
               92050,Hz,              -75.01, dBm,
               92200,Hz,              -75.15, dBm,
               92350,Hz,              -75.32, dBm,
               92500,Hz,              -75.60, dBm,
               92650,Hz,              -75.86, dBm,
               92800,Hz,              -76.10, dBm,
               92950,Hz,              -76.20, dBm,
               93100,Hz,              -76.25, dBm,
               93250,Hz,              -76.21, dBm,
               93400,Hz,              -76.17, dBm,
               93550,Hz,              -76.06, dBm,
               93700,Hz,              -76.02, dBm,
               93850,Hz,              -76.01, dBm,
               94000,Hz,              -76.06, dBm,
               94150,Hz,              -76.06, dBm,
               94300,Hz,              -76.09, dBm,
               94450,Hz,              -76.09, dBm,
               94600,Hz,              -76.14, dBm,
               94750,Hz,              -76.19, dBm,
               94900,Hz,              -76.31, dBm,
               95050,Hz,              -76.40, dBm,
               95200,Hz,              -76.53, dBm,
               95350,Hz,              -76.63, dBm,
               95500,Hz,              -76.76, dBm,
               95650,Hz,              -76.84, dBm,
               95800,Hz,              -76.93, dBm,
               95950,Hz,              -76.93, dBm,
               96100,Hz,              -76.92, dBm,
               96250,Hz,              -76.83, dBm,
               96400,Hz,              -76.76, dBm,
               96550,Hz,              -76.64, dBm,
               96700,Hz,              -76.63, dBm,
               96850,Hz,              -76.64, dBm,
               97000,Hz,              -76.69, dBm,
               97150,Hz,              -76.65, dBm,
               97300,Hz,              -76.58, dBm,
               97450,Hz,              -76.44, dBm,
               97600,Hz,              -76.36, dBm,
               97750,Hz,              -76.32, dBm,
               97900,Hz,              -76.39, dBm,
               98050,Hz,              -76.51, dBm,
               98200,Hz,              -76.71, dBm,
               98350,Hz,              -76.86, dBm,
               98500,Hz,              -77.01, dBm,
               98650,Hz,              -77.03, dBm,
               98800,Hz,              -77.03, dBm,
               98950,Hz,              -76.94, dBm,
               99100,Hz,              -76.85, dBm,
               99250,Hz,              -76.76, dBm,
               99400,Hz,              -76.75, dBm,
               99550,Hz,              -76.75, dBm,
               99700,Hz,              -76.78, dBm,
               99850,Hz,              -76.78, dBm,
              100000,Hz,              -76.85, dBm,
